ID,company,contact,country,deadline,description,employmentType,industry,jobTitle,jobType,positionLevel,positions,qualification,readvertised,requirements,responsibilities,salary,skills,technology,town,uploadDate,url,website,year
1,Anonymous Employer,N/A,Kenya,N/A, As stated below Minimum Qualification: Diploma Experience Level: Entry level Experience Length: No Experience/Less than 1 year Job Description Reporting to the Librarian the jobholder will be responsible for undertaking activities in the Library. ,,Hospitality & Hotel,Library and Information Assistant,,,1,,N/A,,,Confidential,,Admin & Office,Nairobi,N/A,https://www.brightermonday.co.ke/listings/library-and-information-assistant-nxjwkz,https://www.brightermonday.co.ke,N/A
1,Skills Geographic,N/A,Kenya,N/A, Applications are invited from qualified persons for the above vacant position. Minimum Qualification: Diploma Experience Level: Mid level Experience Length: 3 years Job Description Position: DAIRY LABORATORY TECHNICIAN/QUALITY CONTROL/ASSURANCE ANALYST (FOR A DAIRY PROCESING COMPANY IN NYANZA REGION) Employer: A DAIRY PROCESSING PLANT IN NYANZA REGION Ref No: SGK-DLT/QC/AA-06-2020 Industry: MANUFACTURING Job Category: TECHNICIAN Town: NYANZA REGION Country: KENYA Requirements: • Diploma in dairy technology or related field. • Valid food handling certificate. • Must be willing to relocate to the plant in Nyanza Region. Duties/,,Manufacturing & Warehousing,Dairy Laboratory Technician/Quality Control/Assurance Analyst,,,1,,N/A,". • Ensure all milk received in the production for processing meet the required qualtiy standards. • Ensure strict inventory control on milk received from farmers/coolers. • Keep good milk records delivered on daily basis before they are handled over to accounts office. • Manage quality control inputs stores by ensuring there is always enough inputs such as filters and chemicals. • Supervise the cleanliness of laboratory, plant area, equipment and machinery. • Supervise the milk graders/field recording clerk. Experience : At least 3 years working experience in quality assurance in a milk processing plant. Salary : KSHS. 30,000 - 50,000 Share Job Post"," DAIRY LABORATORY TECHNICIAN/QUALITY CONTROL/ASSURANCE ANALYST MAIN RESPONSIBILITIES INCLUDE: • Ensuring that all milk received meets the company quality standards. • Do appropriate tests on milk, water and chemical reagents and keep records of the same. • Ensure all dispatched milk meets the prescribed quality ",Confidential,". • Ensure all milk received in the production for processing meet the required qualtiy standards. • Ensure strict inventory control on milk received from farmers/coolers. • Keep good milk records delivered on daily basis before they are handled over to accounts office. • Manage quality control inputs stores by ensuring there is always enough inputs such as filters and chemicals. • Supervise the cleanliness of laboratory, plant area, equipment and machinery. • Supervise the milk graders/field recording clerk. Experience : At least 3 years working experience in quality assurance in a milk processing plant. Salary : KSHS. 30,000 - 50,000 Share Job Post",Quality Control & Assurance,Rest of Kenya,N/A,https://www.brightermonday.co.ke/listings/dairy-laboratory-technicianquality-controlassurance-analyst-jrx59w,https://www.brightermonday.co.ke,N/A
1,BrighterMonday Consulting,N/A,Kenya,N/A," Our client provides health insurance services around the world and are passionate about helping people improve their health, well-being, and sense of security. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 2 years Job Description YOUR ",,Healthcare,Fraud Analyst – Must be proficient in French language,,,1,,N/A,,,Confidential,,Quality Control & Assurance,Nairobi,N/A,https://www.brightermonday.co.ke/listings/fraud-analyst-must-be-proficient-in-french-language-g9dzq2,https://www.brightermonday.co.ke,N/A
1,Baran Telecom Networks,N/A,Kenya,N/A,,,IT & Telecoms,Network and IT Internship Opportunity,, Graduate trainee ,1,: Bachelor ,N/A,,,Confidential,,Engineering & Technology,Nairobi,N/A,https://www.brightermonday.co.ke/listings/network-and-it-internship-opportunity-8599en,https://www.brightermonday.co.ke,N/A
1,Potential Staffing Limited,N/A,Kenya,N/A, We are looking for a professional Credit Analyst to determine our customers’ creditworthiness. You will analyze financial data to assess the likelihood of a borrower honoring their financial obligations. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 3 years Job Description ,,"Banking, Finance & Insurance",Credit Analyst (with experience in a Financial sector),,,1,,N/A," · Proven working experience as a credit analyst · Proficiency in statistical packages and financial software · Up to date with legal, compliance and market risk related issues · Ability to analyze cash flows, leverage, collateral and customerstrength · Strong communication and presentation skills · Sound judgment · BS degree in Business, Statistics or related field Qualified Candidates are required toapply Share Job Post",,Confidential," · Proven working experience as a credit analyst · Proficiency in statistical packages and financial software · Up to date with legal, compliance and market risk related issues · Ability to analyze cash flows, leverage, collateral and customerstrength · Strong communication and presentation skills · Sound judgment · BS degree in Business, Statistics or related field Qualified Candidates are required toapply Share Job Post","Accounting, Auditing & Finance",Nairobi,N/A,https://www.brightermonday.co.ke/listings/credit-analyst-with-experience-in-a-financial-sector-rvj7vq,https://www.brightermonday.co.ke,N/A
1,Telkom Kenya Limited - TKL,N/A,Kenya,N/A,,,IT & Telecoms,Channels Manager,, Mid level ,1,: Bachelor ,N/A,,,Confidential,,Sales,Nairobi,N/A,https://www.brightermonday.co.ke/listings/channels-manager-w2kj6g,https://www.brightermonday.co.ke,N/A
1,VSO International,N/A,Kenya,N/A,,,"NGO, NPO & Charity",Inclusive Education Numeracy Advisor Bilingual,, Mid level ,1,: Bachelor ,N/A,,,Confidential,,"Research, Teaching & Training",Outside Kenya,N/A,https://www.brightermonday.co.ke/listings/inclusive-education-numeracy-advisor-bilingual-859vz7,https://www.brightermonday.co.ke,N/A
1,UN-HABITAT,N/A,Kenya,N/A," This position is located within the Knowledge and Innovation Branch. The incumbent will report to the Head of the Knowledge and Innovation Branch and is overall charged with the responsibility of supporting the implementation, monitoring and evaluation of programmes, operations and other activities in the different functional areas of the three units. He / She will work closely with unit leaders of the Branch, to provide substantive and coordination support as per the Strategic Plan 2020-2023 and the Work Programme 2020-2021. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 5 years Job Description Org. Setting and Reporting The United Nations Human Settlements Programme, UN-Habitat, is theagency for human settlements. It is mandated by the UN General Assemblyto promote socially and environmentally sustainable towns and citieswith the goal of providing adequate shelter for all. 1.In its resolution 26/3, adopted at its twenty-sixth session, in May2017, the Governing Council of the United Nations Human SettlementsProgramme (UN-Habitat) requested the Executive Director to consult andwork closely with the Committee of Permanent Representatives during thepreparation of a results-oriented six-year strategic plan for the period2020–2025. 2.In the Resolution adopted by the United Nations Habitat Assembly on 31May 2019, Approved the strategic plan for the period 2020–2023, inparticular its four mutually reinforcing domains of change, namely: (a)Reduced spatial inequality and poverty in communities across theurban-rural continuum; (b) Enhanced shared prosperity of cities andregions; (c) Strengthened climate action and improved urban environment;(d) Effective urban crisis prevention and response. 3.The Resolution emphasized the importance of developing aknowledge-based approach to urban and territorial development, includingthe production and dissemination of urban indicators, data platforms,territorial modelling and assessment tools, and methodologies formonitoring the achievement of the Sustainable Development Goals at thelocal level. 4.The Strategic Plan aims to reposition UN-Habitat as a major globalentity, a centre of excellence and innovation that (i) refocuses itsniche as the thought leader and go-to agency setting the globaldiscourse and agenda on sustainable urban development, (ii) drivespolitical discussions, (iii) generates specialized and cutting-edgeknowledge, (iv) shapes technical norms, principles and standards, and(v) acts as a multiplier in the exchange of knowledge, experience andbest practices in getting cities and human settlements right. 5.In UN-Habitat’s new structure, Division of External Relations,Strategy, Knowledge and Innovation includes the Knowledge and InnovationBranch which is composed of three functional units: i) Global Reportsand Trends Unit; ii) Data and Analytics Unit, and; iii) Innovation Unit. ",,"NGO, NPO & Charity",Programme Management Officer,,,1,,N/A,,,Confidential,,Product & Project Management,Nairobi,N/A,https://www.brightermonday.co.ke/listings/programme-management-officer-kgx2q5,https://www.brightermonday.co.ke,N/A
1,Kenya National Bureau of Statistics (KNBS),N/A,Kenya,N/A," Reporting to the Manager ICT, the Young Statistician will participate in the implementation of identified programmes and activities of ICT Division. Minimum Qualification: Bachelor Experience Level: Volunteer, internship Experience Length: No Experience/Less than 1 year Job Description ADVERTISEMENT OF OPPORTUNITIES FOR INTERNS/YOUNG STATISTICIANS Kenya National Bureau of Statistics (KNBS) is a corporate body established under the Statistics Act (2006). It is the principal Government agency responsible for the collection, compilation, analysis, publication and dissemination of official statistical information and its custody. It also oversees the coordination, supervision and development of programmes within the National Statistical System. Kenya National Bureau of Statistics in partnership with Statistics Sweden invites applications from suitably qualified individuals to fill the following positions for Interns/Young Statisticians: - Job Title: Young Statistician, Data Management/Network Management/Software Programming Positions: 3 Ref: KNBS/ICT/Intern/10/2020 Terms of Service: Temporary (12 months) Duties and ",,Government,"Young Statistician, Data Management/Network Management/Software Programming",,,1,"s from a recognized institution iii. Certificate in any of the following; Certified Systems Administrator, Certified Database Administrator on mainstream RDBMS, Certified Network Administrator, Certified Linux Administrator or any other equivalent qualification from a recognized institution will be added advantage. iv. ",N/A," for Appointment i. Must be a Kenyan citizen; ii. Must have attained a minimum 2nd Class Honors Degree from a recognized institution within the last two years. in any of the following disciplines: - Computer Science; Information Science; Information Technology; Business Information Technology or any other related qualificationExperience with table-based HTML email campaign builds and testing; v. Familiarity with Google Analytics and web usage of analysis techniques Additional information for applicants: i. Should not be engaged in another organization; ii. Should not have undertaken any other internship or been exposed to work; iii. Experience in their area of specialization, after graduation; iv. Must be computer literate; v. Must be available full time for the twelve months’ duration of the program; vi. Should possess interpersonal and communication skills; vii. Must be goal oriented and dynamic; viii. Should possess strong analytical skills; ix. Should possess unquestionable integrity; and be x. Goal oriented, dynamic, self-driven and diligent xi. Should attach a copy of Certificate of Good conduct or an indication of having applied for one; xii. Take note that the monthly stipend for Young Statisticians is Ksh.30, 000 and Kshs. 25,000 for Interns. Applicable statutory deductions will apply Applicants should apply using the attached application form ( https://www.knbs.or.ke/?wpdmpro=application-form-for-position-of-intern-young-statistician ), provide certified copies of academic and professional certificates, transcripts, testimonials and National ID/Passport. The reference number for the Internship/Young Statisticians post applied for should be clearly marked on the envelope and addressed to:- The Director General Kenya National Bureau of Statistics P. O. Box 30266 – 00100 Real Towers, Upper Hill 4th Floor, Registry section NAIROBI Applications must be received not later than 9th July, 2020 . Only shortlisted candidates will be contacted. KNBS is an equal opportunity employer. Share Job Post",,Confidential," for Appointment i. Must be a Kenyan citizen; ii. Must have attained a minimum 2nd Class Honors Degree from a recognized institution within the last two years. in any of the following disciplines: - Computer Science; Information Science; Information Technology; Business Information Technology or any other related qualificationExperience with table-based HTML email campaign builds and testing; v. Familiarity with Google Analytics and web usage of analysis techniques Additional information for applicants: i. Should not be engaged in another organization; ii. Should not have undertaken any other internship or been exposed to work; iii. Experience in their area of specialization, after graduation; iv. Must be computer literate; v. Must be available full time for the twelve months’ duration of the program; vi. Should possess interpersonal and communication skills; vii. Must be goal oriented and dynamic; viii. Should possess strong analytical skills; ix. Should possess unquestionable integrity; and be x. Goal oriented, dynamic, self-driven and diligent xi. Should attach a copy of Certificate of Good conduct or an indication of having applied for one; xii. Take note that the monthly stipend for Young Statisticians is Ksh.30, 000 and Kshs. 25,000 for Interns. Applicable statutory deductions will apply Applicants should apply using the attached application form ( https://www.knbs.or.ke/?wpdmpro=application-form-for-position-of-intern-young-statistician ), provide certified copies of academic and professional certificates, transcripts, testimonials and National ID/Passport. The reference number for the Internship/Young Statisticians post applied for should be clearly marked on the envelope and addressed to:- The Director General Kenya National Bureau of Statistics P. O. Box 30266 – 00100 Real Towers, Upper Hill 4th Floor, Registry section NAIROBI Applications must be received not later than 9th July, 2020 . Only shortlisted candidates will be contacted. KNBS is an equal opportunity employer. Share Job Post",Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/young-statistician-data-managementnetwork-managementsoftware-programming-0w9znj,https://www.brightermonday.co.ke,N/A
1,Anonymous Employer,N/A,Kenya,N/A,,,"Retail, Fashion & FMCG",Sales Advisor (Water Purification Dispenser),, Entry level ,1,: Diploma ,N/A,,,"30,000 - 45,000",,Sales,Nairobi,N/A,https://www.brightermonday.co.ke/listings/sales-advisor-water-purification-dispenser-nxjz9m,https://www.brightermonday.co.ke,N/A
