ID,company,contact,country,deadline,description,employmentType,industry,jobTitle,jobType,positionLevel,positions,qualification,readvertised,requirements,responsibilities,salary,skills,technology,town,uploadDate,url,website,year
1,Indra Limited,N/A,Kenya,N/A,,,IT & Telecoms,Software Programmers,, Mid level ,1,: Bachelor ,N/A,": • University Graduate in Computer Science/ Software Engineering or any similar qualifications. • Excellent academic performance i.e. an ‘A’ student (Preferably First class and Upper Second class degree students should apply). Excellent knowledge in any of the following areas with good experience:- -PL / SQL -C / C++ -Power Builder -Unix and Windows NT platforms -Oracle RDBMS Administrator -Java • The person should be a hard worker and very good team player • Readiness to work or be assigned to work outside the country All interested applicants should send their CVs with their photo, attach a copy of the degree indicating the class awarded and Copies degree transcripts. Share Job Post",,Confidential,": • University Graduate in Computer Science/ Software Engineering or any similar qualifications. • Excellent academic performance i.e. an ‘A’ student (Preferably First class and Upper Second class degree students should apply). Excellent knowledge in any of the following areas with good experience:- -PL / SQL -C / C++ -Power Builder -Unix and Windows NT platforms -Oracle RDBMS Administrator -Java • The person should be a hard worker and very good team player • Readiness to work or be assigned to work outside the country All interested applicants should send their CVs with their photo, attach a copy of the degree indicating the class awarded and Copies degree transcripts. Share Job Post",Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/software-programmers-g9d478,https://www.brightermonday.co.ke/,N/A
1,    Pencraftz General Limited      ,N/A,Kenya,"    August 30,2020      ",,,    Pencraftz General Limited      ,,,    Senior      ,1, and Skills,N/A,    webdesign and software engineering.      ,"    Design a catchy and marketable company logo,profile and website.      ","    KSh 5,000 - 10,000   ",    webdesign and software engineering.      ,,,,https://jiji.co.ke/chemuche/computing-and-it-jobs/web-design-uOagZta1cDRjGgci1MQKumaQ.html,https://jiji.co.ke/,2020
1,Grow Mobile Technology,N/A,Kenya,N/A," As a Software Team Lead, you will be at the forefront of our system design, implementation and delivery of our projects. You will guide both the organ Minimum Qualification: Bachelor Experience Level: Senior level Experience Length: 5 years Job Description Key ",,IT & Telecoms,Software Team Lead,,,1,"s and Characteristics: You’re a good fit for this role if you meet the specifications below: Strong software development background, at least 5 years ",N/A,,,Confidential,,Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/software-team-lead-g9ddk9,https://www.brightermonday.co.ke/,N/A
1,Potential Staffing Limited,N/A,Kenya,N/A," We are looking for an outstanding Web Developer to be responsible for the coding, innovative design and layout of our website. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 2 years Job Description Writing well designed, testable,efficient code by using best software development practices · Creating website layout/userinterfaces by using standard HTML/CSS practices · Integrating data from variousback-end services and databases Jobbrief We are looking for an outstandingWeb Developer to be responsible for the coding, innovative design and layout ofour website. Web developer ",,IT & Telecoms,Web Developer,,,1,,N/A," based on technical needs · Create and maintain softwaredocumentation · Be responsible for maintaining,expanding, and scaling our site · Stay plugged into emergingtechnologies/industry trends and apply them into operations and activities · Cooperate with web designers tomatch visual design intent  Requirements · Proven working experience in webprogramming · Top-notch programming skills andin-depth knowledge of modern HTML/CSS · Familiarity with at least one ofthe following programming languages: PHP, ASP.NET or JavaScript · A solid understanding of how web applicationswork including security, session management, and best development practices · Adequate knowledge of relationaldatabase systems, Object Oriented Programming and web application development · Hands-on experience with networkdiagnostics, network analytics tools · Basic knowledge of Search EngineOptimization process · Aggressive problem diagnosis andcreative problem solving skills · Strong organizational skills tojuggle multiple tasks within the constraints of timelines and budgetswith business acumen · Ability to work and thrive in afast-paced environment, learn rapidly and master diverse web technologies andtechniques. · BS in computer science or a relatedfield Qualifiedcandidates are encouraged to apply Share Job Post",,Confidential," based on technical needs · Create and maintain softwaredocumentation · Be responsible for maintaining,expanding, and scaling our site · Stay plugged into emergingtechnologies/industry trends and apply them into operations and activities · Cooperate with web designers tomatch visual design intent  Requirements · Proven working experience in webprogramming · Top-notch programming skills andin-depth knowledge of modern HTML/CSS · Familiarity with at least one ofthe following programming languages: PHP, ASP.NET or JavaScript · A solid understanding of how web applicationswork including security, session management, and best development practices · Adequate knowledge of relationaldatabase systems, Object Oriented Programming and web application development · Hands-on experience with networkdiagnostics, network analytics tools · Basic knowledge of Search EngineOptimization process · Aggressive problem diagnosis andcreative problem solving skills · Strong organizational skills tojuggle multiple tasks within the constraints of timelines and budgetswith business acumen · Ability to work and thrive in afast-paced environment, learn rapidly and master diverse web technologies andtechniques. · BS in computer science or a relatedfield Qualifiedcandidates are encouraged to apply Share Job Post",Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/web-developer-750g7q,https://www.brightermonday.co.ke/,N/A
1,Potential Staffing Limited,N/A,Kenya,N/A," We are looking for a qualified Database developer to design stable and reliable databases, according to our company’s needs. You will be responsible for developing, testing, improving and maintaining new and existing databases to help users retrieve data effectively. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 2 years Job Description Aspart of our IT team, you will work closely with developers to ensure systemconsistency. You will also collaborate with administrators and clients toprovide technical support and identify new requirements. Communication andorganization skills are keys for this position, along with a problem-solutionattitude. Ultimately,you should be able to ensure our database systems run effectively and securelyon a daily basis.  ",,IT & Telecoms,Database Developer,,,1,,N/A," and identify new features · Develop technical and training manuals · Provide data management support to users · Ensure all database programs meet company and performancerequirements · Research and suggest new database products, services andprotocols Requirements · Proven work experience as a Database developer · In-depth understanding of data management (e.g. permissions,recovery, security and monitoring) · Knowledge of software development and user interface webapplications · Hands on experience with SQL · Familiarity working with .Net Framework, JavaScript, HTML andOracle · Excellent analytical and organization skills · An ability to understand front-end users requirements and aproblem-solving attitude · Excellent verbal and written communication skills · BSc degree in Computer Science or relevant field Qualified Candidates are required to apply Share Job Post",,Confidential," and identify new features · Develop technical and training manuals · Provide data management support to users · Ensure all database programs meet company and performancerequirements · Research and suggest new database products, services andprotocols Requirements · Proven work experience as a Database developer · In-depth understanding of data management (e.g. permissions,recovery, security and monitoring) · Knowledge of software development and user interface webapplications · Hands on experience with SQL · Familiarity working with .Net Framework, JavaScript, HTML andOracle · Excellent analytical and organization skills · An ability to understand front-end users requirements and aproblem-solving attitude · Excellent verbal and written communication skills · BSc degree in Computer Science or relevant field Qualified Candidates are required to apply Share Job Post",Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/database-developer-nxjwdm,https://www.brightermonday.co.ke/,N/A
1,Potential Staffing Limited,N/A,Kenya,N/A," We are looking for a Senior Java Developer to manage the software development life cycle, from planning and prioritizing to testing and release. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 5 years Job Description Job brief Senior Java Developer ",,IT & Telecoms,Senior Java Developer,,,1,,N/A,", building Java modules and testing features beforerelease. If you have hands-on experience developing software with agilemethodologies and are ready to lead our junior developers, we’d like to meetyou. Ultimately, you will deploy and maintain functional, secure andhigh-quality applications.  Responsibilities · Identify and analyze user requirements · Prioritize, assign and execute tasks throughout the softwaredevelopment life cycle · Develop Java EE applications · Write well-designed, efficient code · Review, test and debug team members’ code · Design database architecture · Schedule product releases with internal teams · Document development phases · Ensure our applications are secure and up-to-date Requirements · Work experience as a Senior Java Developer or similar role · Experience designing, building and testing Java EE applications · In-depth knowledge of popular Java frameworks like JSF andSpring MVC · Experience with Object-Oriented Design (OOD) · Good delegation and time management skills · Problem-solving abilities · BSc in Computer Science, Engineering or relevant field Qualified candidates are required to apply Share Job Post",,Confidential,", building Java modules and testing features beforerelease. If you have hands-on experience developing software with agilemethodologies and are ready to lead our junior developers, we’d like to meetyou. Ultimately, you will deploy and maintain functional, secure andhigh-quality applications.  Responsibilities · Identify and analyze user requirements · Prioritize, assign and execute tasks throughout the softwaredevelopment life cycle · Develop Java EE applications · Write well-designed, efficient code · Review, test and debug team members’ code · Design database architecture · Schedule product releases with internal teams · Document development phases · Ensure our applications are secure and up-to-date Requirements · Work experience as a Senior Java Developer or similar role · Experience designing, building and testing Java EE applications · In-depth knowledge of popular Java frameworks like JSF andSpring MVC · Experience with Object-Oriented Design (OOD) · Good delegation and time management skills · Problem-solving abilities · BSc in Computer Science, Engineering or relevant field Qualified candidates are required to apply Share Job Post",Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/senior-java-developer-q756dp,https://www.brightermonday.co.ke/,N/A
1,Potential Staffing Limited,N/A,Kenya,N/A," We are looking for a passionate Software Engineer to design, develop and install software solutions. Minimum Qualification: Bachelor Experience Level: Mid level Experience Length: 2 years Job Description SoftwareEngineer ",,IT & Telecoms,Software Engineer,,,1,,N/A,", defining systemfunctionality and writing code in various languages, like Java, Ruby on Railsor .NET programming languages (e.g. C++ or JScript.NET.) Our ideal candidatesare familiar with the software development life cycle (SDLC) from preliminarysystem analysis to tests and deployment. Ultimately,the role of the Software Engineer is to build high-quality, innovative andfully performing software that complies with coding standards and technicaldesign.  Responsibilities · Execute full software development life cycle (SDLC) · Develop flowcharts, layouts and documentation to identifyrequirements and solutions · Write well-designed, testable code · Produce specifications and determine operational feasibility · Integrate software components into a fully functional softwaresystem · Develop software verification plans and quality assuranceprocedures · Document and maintain software functionality · Troubleshoot, debug and upgrade existing systems · Deploy programs and evaluate user feedback · Comply with project plans and industry standards · Ensure software is updated with latest features Requirements · Proven work experience as a Software Engineer or SoftwareDeveloper · Experience designing interactive applications · Ability to develop software in Java, Ruby on Rails, C++ or otherprogramming languages · Excellent knowledge of relational databases, SQL and ORMtechnologies (JPA2, Hibernate) · Experience developing web applications using at least onepopular web framework (JSF, Wicket, GWT, Spring MVC) · Experience with test-driven development · Proficiency in software engineering tools · Ability to document requirements and specifications · BSc degree in Computer Science, Engineering or relevant field Qualified candidates are required to apply Share Job Post",,Confidential,", defining systemfunctionality and writing code in various languages, like Java, Ruby on Railsor .NET programming languages (e.g. C++ or JScript.NET.) Our ideal candidatesare familiar with the software development life cycle (SDLC) from preliminarysystem analysis to tests and deployment. Ultimately,the role of the Software Engineer is to build high-quality, innovative andfully performing software that complies with coding standards and technicaldesign.  Responsibilities · Execute full software development life cycle (SDLC) · Develop flowcharts, layouts and documentation to identifyrequirements and solutions · Write well-designed, testable code · Produce specifications and determine operational feasibility · Integrate software components into a fully functional softwaresystem · Develop software verification plans and quality assuranceprocedures · Document and maintain software functionality · Troubleshoot, debug and upgrade existing systems · Deploy programs and evaluate user feedback · Comply with project plans and industry standards · Ensure software is updated with latest features Requirements · Proven work experience as a Software Engineer or SoftwareDeveloper · Experience designing interactive applications · Ability to develop software in Java, Ruby on Rails, C++ or otherprogramming languages · Excellent knowledge of relational databases, SQL and ORMtechnologies (JPA2, Hibernate) · Experience developing web applications using at least onepopular web framework (JSF, Wicket, GWT, Spring MVC) · Experience with test-driven development · Proficiency in software engineering tools · Ability to document requirements and specifications · BSc degree in Computer Science, Engineering or relevant field Qualified candidates are required to apply Share Job Post",Software & Data,Nairobi,N/A,https://www.brightermonday.co.ke/listings/software-engineer-859g50,https://www.brightermonday.co.ke/,N/A
1,National industrial training authority, +254720888144 ,Kenya,N/A,  Our company is pleased to announce vacancies for 20 competent personnel position to work in a new developed company. ,,IT personnel,IT personnel,,N/A,: 20  , 1. Excellent communication skills in both English and Kiswahili 2. Have basic knowledge in computer applications. 3. Between 20 to 30years ,N/A,  Language(s): English Availability for travel: No Availability for change of residence: No  ,N/A,"$ 20,000.00 monthly",  Language(s): English Availability for travel: No Availability for change of residence: No  ,IT personnel,"Nairobi, Nairobi Area",25 April,https://www.bestjobskenya.com/jobs/job-of-it-personnel-in-nairobi-C1C5FA12F221BF62,https://www.bestjobskenya.com,N/A
1,    App Solutions      ,N/A,Kenya,    June 20 2020      ,,,    App Solutions      ,,,    Junior      ,1, and Skills,N/A,    Job requirements:-creativity-ability to manage yourself -time keeping and organization-courage and determination-leadership-perseverance      ,    Job DescriptionWe are looking for a mobile app developer to work in our company. The roles of the job include:-Design of mobile apps-Prototyping mobile apps-Coding and developing apps-Quality control and testing of apps      ,"    KSh 20,000 - 25,000   ",    Job requirements:-creativity-ability to manage yourself -time keeping and organization-courage and determination-leadership-perseverance      ,,,,https://jiji.co.ke/nakuru-east/computing-and-it-jobs/mobile-app-developer-93epN0m86V16Fp1Pzhfdy8qz.html,https://jiji.co.ke/,2020
1,    pencraftz kenya writers      ,N/A,Kenya,,,,    pencraftz kenya writers      ,,,,1, and Skills,N/A,    Fluent in english and kiswahili.Atleast a certificate in related field.      ,    Complete and submit correctly done online writing works and assignments as posted by clients.      ,    Commission   ,    Fluent in english and kiswahili.Atleast a certificate in related field.      ,,,,https://jiji.co.ke/chemuche/computing-and-it-jobs/online-writing-d4vkjS9upxpeeuQ3VvBgV5d2.html,https://jiji.co.ke/,2020
1,National industrial training authority, +254720888144 ,Kenya,N/A,  Our company is pleased to announce vacancies for 20 competent personnel position to work in a new developed company. ,,IT personnel,IT personnel,,N/A,: 20  , 1. Excellent communication skills in both English and Kiswahili 2. Have basic knowledge in computer applications. 3. Between 20 to 30years ,N/A,  Language(s): English Availability for travel: No Availability for change of residence: No  ,N/A,"$ 20,000.00 monthly",  Language(s): English Availability for travel: No Availability for change of residence: No  ,IT personnel,"Nairobi, Nairobi Area",26 April,https://www.bestjobskenya.com/jobs/job-of-it-personnel-in-nairobi-B1DB7DD47403BDDD,https://www.bestjobskenya.com,N/A
1,    Empowered Consumerism      ,N/A,Kenya,"    August, 28,2020      ",,,    Empowered Consumerism      ,,,    Middle      ,1, and Skills,N/A,    Basic computer skills      ,    Completing online tasks and responding to clients online      ,"    KSh 35,000 - 40,000   ",    Basic computer skills      ,,,,https://jiji.co.ke/nairobi-central/computing-and-it-jobs/part-time-work-bqHIOPAidQh12pqxnLRx954I.html,https://jiji.co.ke/,2020
